tv_id,gap_range,frequency
fafd0b6efa3aa58d2af868190c3250046a9ea4d3,255-270,2
fafd0b6efa3aa58d2af868190c3250046a9ea4d3,147630-147645,1
fafd0b6efa3aa58d2af868190c3250046a9ea4d3,601125-601140,1
fafd0b6efa3aa58d2af868190c3250046a9ea4d3,866190-866205,1
fafd0b6efa3aa58d2af868190c3250046a9ea4d3,12262485-12262500,1
fe8755a591c5287e240bc67344f7b93aeb2c3d0b,0-15,1
fe8755a591c5287e240bc67344f7b93aeb2c3d0b,90-105,1
fe8755a591c5287e240bc67344f7b93aeb2c3d0b,150-165,1
fe8755a591c5287e240bc67344f7b93aeb2c3d0b,165-180,1
fe8755a591c5287e240bc67344f7b93aeb2c3d0b,345-360,1
